Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,claim,text,organization,lang_name,rating_label,rating_value,entity_strings,entities,nr_entities,num_words,probable_lang,Topic,Topic Name,Topic Representation
28693,33978,8299,2061,http://data.gesis.org/claimskg/creative_work/cbead984-477e-5231-ab89-88e0a0ceea7c,A video shared on Facebook purportedly shows President-elect Joe Biden and others not wearing masks or practicing social distancing while celebrating his 78th birthday last week.,checkyourfact,English,False,1,"Facebook, practicing social distancing","['Facebook', ' practicing social distancing']",2.0,26,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
52359,58745,8188,1950,http://data.gesis.org/claimskg/creative_work/b8c37d78-8c64-5476-8d30-2bbc62c4b2f5,An image shared on Facebook purportedly shows Democratic presidential nominee Joe Biden violating social distancing guidelines and not wearing a mask at a recent event.,checkyourfact,English,False,1,"Facebook, Joe Biden, wearing a mask","['Facebook', ' Joe Biden', ' wearing a mask']",3.0,25,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
34405,39739,64778,2749,http://data.gesis.org/claimskg/creative_work/7f7a5bbb-c1ce-5d7d-8a58-4b307b7d16af,A video showed President-elect Joe Biden celebrating his birthday with a maskless group of people in 2020.,snopes,English,False,1,"Joe Biden, President-elect","['Joe Biden', ' President-elect']",2.0,17,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
53091,59479,8938,2700,http://data.gesis.org/claimskg/creative_work/fce037b7-b7e1-5363-a8c6-c485a0cc7cb7,An image shared on Facebook allegedly shows President Joe Biden and former Secretary of State Hillary Clinton forgoing face masks in private during the COVID-19 pandemic.,checkyourfact,English,False,1,"COVID, Facebook, face masks","['COVID', ' Facebook', ' face masks']",3.0,26,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
51181,57560,6736,498,http://data.gesis.org/claimskg/creative_work/a1cade6d-db26-5942-98c3-5f31a05597ba,A post shared on Facebook claims President Joe Biden was the only world leader wearing a mask during a recent video conference.,checkyourfact,English,False,1,"Facebook, President Joe Biden, wearing a mask","['Facebook', ' President Joe Biden', ' wearing a mask']",3.0,22,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
55119,61535,40170,1343,http://data.gesis.org/claimskg/creative_work/3a6026bd-5022-5126-ba29-6478ab3b3d72,Says Joe Biden was the only world leader to wear a face mask during a video conference.,politifact,English,False,1,"Joe Biden, video conference, wear a face mask","['Joe Biden', ' video conference', ' wear a face mask']",3.0,17,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
44160,50206,10894,4656,http://data.gesis.org/claimskg/creative_work/ad68ece7-2f10-52cf-8a44-8cbd626b3692,An image shared on Facebook purportedly shows Democratic presidential nominee Joe Biden not wearing a face mask on an airplane during the COVID-19 pandemic.,checkyourfact,English,False,1,"COVID-19 pandemic, Facebook, Joe Biden","['COVID-19 pandemic', ' Facebook', ' Joe Biden']",3.0,24,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
42651,48576,64595,2566,http://data.gesis.org/claimskg/creative_work/ae5942b9-4ba9-5e68-93de-03d21b277e08,"A photograph captures Joe Biden meeting with several government officials in September 2020, with none of those present wearing masks.",snopes,English,False,1,"Joe Biden, September 2020, wearing masks","['Joe Biden', ' September 2020', ' wearing masks']",3.0,20,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
2338,4423,13518,2170,http://data.gesis.org/claimskg/creative_work/e31c6b41-0da9-5c4f-acb3-fa510cc8f39a,Biden wore a mask during a video call alone in a room,factcheck_afp,English,False,1,,,0.0,12,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
14472,18855,47578,8751,http://data.gesis.org/claimskg/creative_work/d76a54b4-6b91-5ea6-bfb1-5c1c702d84e4,Photo shows Joe Biden doesn’t wear a mask on a plane.,politifact,English,False,1,Joe Biden,['Joe Biden'],1.0,11,en,14,14_mask_masks_wear_wearing,"mask, masks, wear, wearing, shows, gretchen, whitmer, pandemic, face, purportedly"
