Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,claim,text,organization,lang_name,rating_label,rating_value,entity_strings,entities,nr_entities,num_words,probable_lang,Topic,Topic Name,Topic Representation
27731,33006,53583,5713,http://data.gesis.org/claimskg/creative_work/fff158b1-21fd-5632-b9d1-bea3e3886475,Says Joe Biden’s order stopping the Keystone pipeline made oil more expensive for us to use.,politifact,English,MIXTURE,2,"Joe Biden, Keystone pipeline","['Joe Biden', ' Keystone pipeline']",2.0,16,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
44811,50863,47196,8369,http://data.gesis.org/claimskg/creative_work/987bda88-6bfb-5232-969b-d34f67c21395,Joe Biden's cancellation of the Keystone pipeline dramatically increased Americans' dependence on Russian oil.,politifact,English,False,1,"Joe Biden's, Keystone pipeline, Russian oil","[""Joe Biden's"", ' Keystone pipeline', ' Russian oil']",3.0,14,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
65751,72752,44804,5977,http://data.gesis.org/claimskg/creative_work/be6e5048-d3c9-5be1-a05d-66c7dfaca383,"Low gas prices in Russia, Kuwait and Saudi Arabia show that Joe Biden’s decision to cancel the Keystone Pipeline project is to blame for U.S. prices.",politifact,English,False,1,"Joe Biden, Keystone Pipeline, Kuwait, Russia, Saudi Arabia, U.S., gas prices","['Joe Biden', ' Keystone Pipeline', ' Kuwait', ' Russia', ' Saudi Arabia', ' U.S.', ' gas prices']",7.0,26,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
63851,70728,39000,173,http://data.gesis.org/claimskg/creative_work/1ff54d47-c751-5c19-90cc-12592e33451d,Biden invested the entire family fortune in Ukraine gas and oil. Then shuts down Keystone pipeline. Starting to get the picture.,politifact,English,False,1,"Biden, Keystone pipeline, Ukraine, family fortune, gas and oil","['Biden', ' Keystone pipeline', ' Ukraine', ' family fortune', ' gas and oil']",5.0,21,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
42075,47973,41400,2573,http://data.gesis.org/claimskg/creative_work/8a47abae-23fd-5675-a0df-fa73297abbe7,"Two years ago we were drilling our own oil for $27 a barrel. Now, thanks to Joe Biden, we’re paying $105 a barrel to Russia.",politifact,English,False,1,"Joe Biden, Russia","['Joe Biden', ' Russia']",2.0,25,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
46464,52633,12326,978,http://data.gesis.org/claimskg/creative_work/210fa2ea-7d1a-5b52-804f-bbf6e4712d63,Biden's Keystone XL pipeline reversal will cost tens of thousands of jobs,factcheck_afp,English,FALSE,1,"Biden, Keystone XL, tens of thousands","['Biden', ' Keystone XL', ' tens of thousands']",3.0,12,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
52396,58782,53469,5599,http://data.gesis.org/claimskg/creative_work/e818e662-b558-57e6-9bc4-7f3795911031,"The cancellation of the Keystone XL pipeline by Joe Biden killed hundreds of jobs, sent gas prices way up.",politifact,English,MIXTURE,2,"Joe Biden, Keystone XL, gas prices","['Joe Biden', ' Keystone XL', ' gas prices']",3.0,19,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
53593,59983,39441,614,http://data.gesis.org/claimskg/creative_work/70eab138-7fa0-5621-b9e6-881f273a1fa9,Says Joe Biden canceled the Keystone pipeline because Warren Buffett donated $58 million to his campaign.,politifact,English,False,1,"Joe Biden, Keystone pipeline, Warren Buffett","['Joe Biden', ' Keystone pipeline', ' Warren Buffett']",3.0,16,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
40874,46750,41512,2685,http://data.gesis.org/claimskg/creative_work/8bc01ce3-1ba5-5ef7-9b7f-7a0451a58909,Says Joe Biden helps build Afghanistan’s pipeline.,politifact,English,False,1,"Afghanistan, Joe Biden","['Afghanistan', ' Joe Biden']",2.0,7,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
50875,57252,48302,432,http://data.gesis.org/claimskg/creative_work/703737a6-929b-5562-a238-35bf7bfc5b5f,My company was building the Keystone Pipeline when (President Joe) Biden canceled it.,politifact,English,MIXTURE,2,"Biden, Keystone Pipeline, President Joe","['Biden', ' Keystone Pipeline', ' President Joe']",3.0,13,en,1,1_gas_prices_pipeline_oil,"gas, prices, pipeline, oil, keystone, energy, ban, climate, fracking, the"
