Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,claim,text,organization,lang_name,rating_label,rating_value,entity_strings,entities,nr_entities,num_words,probable_lang,Topic,Topic Name,Topic Representation
14640,19024,52650,4780,http://data.gesis.org/claimskg/creative_work/1e01d796-6c22-5b46-9f88-dcfbaec4b285,"Says Joe Biden told Americans, ‘If you elect me, your taxes are going to be raised, not cut.",politifact,English,MIXTURE,2,Joe Biden,['Joe Biden'],1.0,18,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
16980,21484,40198,1371,http://data.gesis.org/claimskg/creative_work/40cf215e-7a87-5fe7-87ae-55982436e7d1,Says Joe Biden repeatedly told Americans he's going to raise their taxes.,politifact,English,False,1,Joe Biden,['Joe Biden'],1.0,12,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
37219,42626,16573,5225,http://data.gesis.org/claimskg/creative_work/b4c1ebd3-8d01-5b62-8505-b3727a69c48e,Joe Biden will raise taxes on 82 percent of Americans,factcheck_afp,English,FALSE,1,"Joe Biden, raise taxes","['Joe Biden', ' raise taxes']",2.0,10,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
37344,42757,16474,5126,http://data.gesis.org/claimskg/creative_work/a259b8f6-1cf4-5463-9459-dd9b6b27c290,Biden says will raise taxes,factcheck_afp,English,FALSE,1,"Biden, raise taxes","['Biden', ' raise taxes']",2.0,5,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
41725,47614,42412,3585,http://data.gesis.org/claimskg/creative_work/f606c133-28e3-5805-8b06-72a1859ebe32,Joe Biden wants to raise taxes on 82% of all Americans.,politifact,English,False,1,"Joe Biden, raise taxes","['Joe Biden', ' raise taxes']",2.0,11,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
45264,51393,42517,3690,http://data.gesis.org/claimskg/creative_work/dba61b72-9c77-5982-bb37-5e0b1b32df8d,Says Joe Biden is proposing a tax increase that’s the largest in American history.,politifact,English,False,1,"American history, Joe Biden, tax increase","['American history', ' Joe Biden', ' tax increase']",3.0,14,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
20418,25351,6613,375,http://data.gesis.org/claimskg/creative_work/cc3d5c91-0165-591c-a311-cebd6146d6ed,"A video posted on Instagram purportedly shows a crowd in silence after Democratic presidential candidate Joe Biden tells the crowd at a rally, If you elect me your taxes are going to be raised, not cut.",checkyourfact,English,FALSE,1,Instagram,['Instagram'],1.0,36,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
21370,26360,17251,5903,http://data.gesis.org/claimskg/creative_work/87fd2efb-dadb-546c-93b5-f3bd7c35bc4c,Joe Biden’s tax proposal will take a 40 percent cut of profits from Americans who sell their home,factcheck_afp,English,MIXTURE,2,Joe Biden,['Joe Biden'],1.0,18,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
37599,43020,39144,317,http://data.gesis.org/claimskg/creative_work/7e6ef841-efb6-5408-af1e-9343f9d111fa,Says Joe Biden wants to put a 3% annual federal tax on your home.,politifact,English,False,1,"3%, Joe Biden","['3%', ' Joe Biden']",2.0,14,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
44231,50277,46833,8006,http://data.gesis.org/claimskg/creative_work/2c337e45-b7e8-5b1b-8e17-589db1966dfb,The government is arming up the IRS because Joe Biden is raising taxes and disarming Americans.,politifact,English,False,1,"IRS, Joe Biden, raising taxes","['IRS', ' Joe Biden', ' raising taxes']",3.0,16,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
16711,21210,59062,902,http://data.gesis.org/claimskg/creative_work/f3a772a7-1144-5b2a-a641-8b55d9f97962,"U.S. President Joe Biden said people making less than $400,000 won't pay a single penny in taxes.",snopes,English,True,3,U.S. President Joe Biden,['U.S. President Joe Biden'],1.0,17,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
64289,71188,70069,8040,http://data.gesis.org/claimskg/creative_work/64c4e3e0-927f-5b60-aa6d-02137dd9e3df,"During his 2020 presidential campaign, Democratic nominee Joe Biden proposed the largest tax increase in modern U.S. history.",snopes,English,False,1,"Democratic, Joe Biden, U.S. history, presidential campaign, tax increase","['Democratic', ' Joe Biden', ' U.S. history', ' presidential campaign', ' tax increase']",5.0,18,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
59207,65767,42362,3535,http://data.gesis.org/claimskg/creative_work/61b21e37-34f5-52bc-806e-6e89deae61aa,Says Joe Biden and Kamala Harris want massive tax hikes on working families.,politifact,English,False,1,"Joe Biden, Kamala Harris, tax hikes, working families","['Joe Biden', ' Kamala Harris', ' tax hikes', ' working families']",4.0,13,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
33708,39035,6551,313,http://data.gesis.org/claimskg/creative_work/32c8f018-4e24-5300-a1ee-19d022150440,"A post shared on Facebook over 126,000 times claims Democratic presidential nominee Joe Biden’s tax plan would raise income taxes from 12 percent to 25 percent for families making $75,000.",checkyourfact,English,FALSE,1,"Facebook, income taxes","['Facebook', ' income taxes']",2.0,30,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
41416,47296,43464,4637,http://data.gesis.org/claimskg/creative_work/830e5c3d-7396-5d37-b74f-8d1899323bf3,82% of Americans...would experience a tax increase if Biden were elected.,politifact,English,False,1,"Biden, tax increase","['Biden', ' tax increase']",2.0,11,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
53000,59388,10215,3977,http://data.gesis.org/claimskg/creative_work/5557050e-ae96-5c8c-b9ca-251739ea25d4,A post shared on Facebook claims Democratic presidential nominee Joe Biden plans to raise federal income taxes to 52 percent.,checkyourfact,English,FALSE,1,"Democratic, Facebook, Joe Biden","['Democratic', ' Facebook', ' Joe Biden']",3.0,20,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
14134,18515,50121,2251,http://data.gesis.org/claimskg/creative_work/d65d27e7-8ad9-5924-813d-a6c9f0a521ae,Joe Biden is proposing that any family who tries to pass a business or a farm down to their son or daughter or grandson or granddaughter are going to pay a huge new tax.,politifact,English,MIXTURE,2,Joe Biden,['Joe Biden'],1.0,34,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
