Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,claim,text,organization,lang_name,rating_label,rating_value,entity_strings,entities,nr_entities,num_words,probable_lang,Topic,Topic Name,Topic Representation
1224,3243,47406,8579,http://data.gesis.org/claimskg/creative_work/7381eca8-8cb3-5702-8fc5-6a3f2f4aebae,"Biden’s tax rate on a family making 75,000 dollars would go from 12% to 25%.",politifact,English,False,1,,,0.0,15,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
33708,39035,6551,313,http://data.gesis.org/claimskg/creative_work/32c8f018-4e24-5300-a1ee-19d022150440,"A post shared on Facebook over 126,000 times claims Democratic presidential nominee Joe Biden’s tax plan would raise income taxes from 12 percent to 25 percent for families making $75,000.",checkyourfact,English,FALSE,1,"Facebook, income taxes","['Facebook', ' income taxes']",2.0,30,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
41416,47296,43464,4637,http://data.gesis.org/claimskg/creative_work/830e5c3d-7396-5d37-b74f-8d1899323bf3,82% of Americans...would experience a tax increase if Biden were elected.,politifact,English,False,1,"Biden, tax increase","['Biden', ' tax increase']",2.0,11,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
12699,17064,42322,3495,http://data.gesis.org/claimskg/creative_work/111bebb1-f88a-5bfa-88cf-97ce5be97228,Biden's plan is a 14% tax hike on middle class families.,politifact,English,False,1,middle class,['middle class'],1.0,11,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
41725,47614,42412,3585,http://data.gesis.org/claimskg/creative_work/f606c133-28e3-5805-8b06-72a1859ebe32,Joe Biden wants to raise taxes on 82% of all Americans.,politifact,English,False,1,"Joe Biden, raise taxes","['Joe Biden', ' raise taxes']",2.0,11,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
37219,42626,16573,5225,http://data.gesis.org/claimskg/creative_work/b4c1ebd3-8d01-5b62-8505-b3727a69c48e,Joe Biden will raise taxes on 82 percent of Americans,factcheck_afp,English,FALSE,1,"Joe Biden, raise taxes","['Joe Biden', ' raise taxes']",2.0,10,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
14134,18515,50121,2251,http://data.gesis.org/claimskg/creative_work/d65d27e7-8ad9-5924-813d-a6c9f0a521ae,Joe Biden is proposing that any family who tries to pass a business or a farm down to their son or daughter or grandson or granddaughter are going to pay a huge new tax.,politifact,English,MIXTURE,2,Joe Biden,['Joe Biden'],1.0,34,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
16711,21210,59062,902,http://data.gesis.org/claimskg/creative_work/f3a772a7-1144-5b2a-a641-8b55d9f97962,"U.S. President Joe Biden said people making less than $400,000 won't pay a single penny in taxes.",snopes,English,True,3,U.S. President Joe Biden,['U.S. President Joe Biden'],1.0,17,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
21370,26360,17251,5903,http://data.gesis.org/claimskg/creative_work/87fd2efb-dadb-546c-93b5-f3bd7c35bc4c,Joe Biden’s tax proposal will take a 40 percent cut of profits from Americans who sell their home,factcheck_afp,English,MIXTURE,2,Joe Biden,['Joe Biden'],1.0,18,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
56626,63113,10660,4422,http://data.gesis.org/claimskg/creative_work/d54fbfba-f855-5c45-818b-1ea70a39c8e8,"A viral Facebook post shared over 4,300 times claims Democratic presidential nominee Joe Biden wants to put a 3% annual federal tax on your home.",checkyourfact,English,FALSE,1,"3%, Democratic, Facebook, Joe Biden","['3%', ' Democratic', ' Facebook', ' Joe Biden']",4.0,25,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
53000,59388,10215,3977,http://data.gesis.org/claimskg/creative_work/5557050e-ae96-5c8c-b9ca-251739ea25d4,A post shared on Facebook claims Democratic presidential nominee Joe Biden plans to raise federal income taxes to 52 percent.,checkyourfact,English,FALSE,1,"Democratic, Facebook, Joe Biden","['Democratic', ' Facebook', ' Joe Biden']",3.0,20,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
53901,60294,47641,8814,http://data.gesis.org/claimskg/creative_work/f4089bdf-160b-58d4-a860-cf26c4a153cd,"Says Joe Biden and Kamala Harris would raise the federal income tax rate for a person with a bi-weekly gross salary of $3,000 to 39.6%, costing nearly half your paycheck.",politifact,English,False,1,"Joe Biden, Kamala Harris, federal income tax","['Joe Biden', ' Kamala Harris', ' federal income tax']",3.0,30,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
37599,43020,39144,317,http://data.gesis.org/claimskg/creative_work/7e6ef841-efb6-5408-af1e-9343f9d111fa,Says Joe Biden wants to put a 3% annual federal tax on your home.,politifact,English,False,1,"3%, Joe Biden","['3%', ' Joe Biden']",2.0,14,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
37344,42757,16474,5126,http://data.gesis.org/claimskg/creative_work/a259b8f6-1cf4-5463-9459-dd9b6b27c290,Biden says will raise taxes,factcheck_afp,English,FALSE,1,"Biden, raise taxes","['Biden', ' raise taxes']",2.0,5,en,8,8_tax_taxes_your_raise,"tax, taxes, your, raise, percent, increase, home, wants, gains, capital"
